SampleID	Sample_Type	Sample_Name	Merging	SeqRun	Extracted_by
1424rep2	Control	Blankrep2	Blank	8	AN
1425rep2	AS	RMH-STrep2	RMH-ST	8	AN
1426rep2	AS	VIC-GEE-BHrep2	VIC-GEE-BH	8	AN
1427rep2	Control	Blankrep2	Blank	8	AN
1428rep2	AS	SA-ADEL-WCH-REG-SBrep2	SA-ADEL-WCH-REG-SB	8	AN
H2O1	ControlH	Water_control_for_16PCR2_plate_1	Water_control_for_16PCR2_plate_1	8	
H2O1rep2	ControlH	Water_control_for_16PCR2_plate_1rep2	Water_control_for_16PCR2_plate_1	8	
H2O2	ControlH	Water_control_for_16PCR2_plate_2	Water_control_for_16PCR2_plate_2	8	
H2O2rep2	ControlH	Water_control_for_16PCR2_plate_2rep2	Water_control_for_16PCR2_plate_2	8	
H2O3	ControlH	Water_control_for_16PCR2_plate_2	Water_control_for_16PCR2_plate_2	8	
H2O3rep2	ControlH	Water_control_for_16PCR2_plate_2rep2	Water_control_for_16PCR2_plate_2	8	
Hui1	Naiara	VBDR_898_Act-CD4	VBDR_898_Act-CD4	8	Samples for Naiara
Hui2	naiara	VBDR_898_Act-CD4_-_NaBu	VBDR_898_Act-CD4_-_NaBu	8	Samples for Naiara
Hui3	naiara	VBDR_921_naïve_CD4	VBDR_921_naïve_CD4	8	Samples for Naiara
Hui4	naiara	VBDR_921_Act-CD4	VBDR_921_Act-CD4	8	Samples for Naiara
Hui5	naiara	VBDR_921_Act-CD4_-_NaBu	VBDR_921_Act-CD4_-_NaBu	8	Samples for Naiara
Hui6	naiara	VBDR_869_naïve_CD4	VBDR_869_naïve_CD4	8	Samples for Naiara
Hui7	naiara	VBDR_869_Act-CD4	VBDR_869_Act-CD4	8	Samples for Naiara
Hui8	naiara	Vbdr_869_Act-CD4_-_NaBu	Vbdr_869_Act-CD4_-_NaBu	8	Samples for Naiara
NTC1	ControlN	No_template_control_for_16SPCR1	No_template_control_for_16SPCR1	8	
NTC1rep2	ControlN	No_template_control_for_16SPCR1rep2	No_template_control_for_16SPCR1	8	
NTC2	ControlN	No_template_control_for_16SPCR1.1	No_template_control_for_16SPCR1.1	8	
NTC2rep2	ControlN	No_template_control_for_16SPCR1.1rep2	No_template_control_for_16SPCR1.1	8	
NTC3	ControlN	No_template_control_for_16SPCR1	No_template_control_for_16SPCR1	8	
NTC3rep2	ControlN	No_template_control_for_16SPCR1rep2	No_template_control_for_16SPCR1	8	
Std11	Mock	ZR_Microbial_DNA_Standard_1ng	ZR_Microbial_DNA_Standard_1ng	8	
Std11rep2	Mock	ZR_Microbial_DNA_Standard_1ngrep2	ZR_Microbial_DNA_Standard_1ng	8	
Std51	Mock	ZR_Microbial_DNA_Standard_5ng	ZR_Microbial_DNA_Standard_5ng	8	
Std51rep2	Mock	ZR_Microbial_DNA_Standard_5ngrep2	ZR_Microbial_DNA_Standard_5ng	8	
Std52	Mock	ZR_Microbial_DNA_Standard_5ng	ZR_Microbial_DNA_Standard_5ng	8	
Std52rep2	Mock	ZR_Microbial_DNA_Standard_5ngrep2	ZR_Microbial_DNA_Standard_5ng	8	
1271	Vagina	WA-PER-PMH-044	WA-PER-PMH-044	8	AN
1273	Vagina	WA-PER-PMH-036	WA-PER-PMH-036	8	AN
1278	Vagina	VIC-MEL-RMH-018	VIC-MEL-RMH-018	8	KN
1280	Vagina	WA-PER-PMH-024	WA-PER-PMH-024	8	KN
1281	Vagina	WA-PER-PMH-025	WA-PER-PMH-025	8	KN
1301	Vagina	SA-ADEL-WCH-006	SA-ADEL-WCH-006	8	KN
1302	Vagina	QLD-BRI-MATER-062	QLD-BRI-MATER-062	8	KN
1308	Vagina	SA-ADEL-REG-021	SA-ADEL-REG-021	8	KN
1317	Vagina	NSW-SYD-STG-005-006	NSW-SYD-STG-005-006	8	KN
1319	Vagina	SA-ADEL-WCH-098	SA-ADEL-WCH-098	8	KN
1320	Vagina	NSW-SYD-CHW-013	NSW-SYD-CHW-013	8	KN
1323	Vagina	WA-PER-PMH-081	WA-PER-PMH-081	8	KN
1328	Vagina	NSW-SYD-CHW-034	NSW-SYD-CHW-034	8	KN
1333	Vagina	NSW-SYD-STG-009	NSW-SYD-STG-009	8	KN
1336	Vagina	WA-PER-PMH-068	WA-PER-PMH-068	8	KN
1339	Vagina	VIC-MEL-RMH-022	VIC-MEL-RMH-022	8	KN
1341	Vagina	WA-PER-PMH-074	WA-PER-PMH-074	8	KN
1346	Vagina	SA-ADEL-REG-010	SA-ADEL-REG-010	8	KN
1350	Vagina	WA-PER-PMH-087	WA-PER-PMH-087	8	KN
1353	Vagina	QLD-BRI-MATER-128	QLD-BRI-MATER-128	8	KN
1356	Vagina	QLD-BRI-MATER-107	QLD-BRI-MATER-107	8	KN
1358	Vagina	VIC-MEL-RMH-080	VIC-MEL-RMH-080	8	AN
1363	Vagina	SA-ADEL-WCH-103	SA-ADEL-WCH-103	8	AN
1364	Vagina	VIC-MEL-RMH-051	VIC-MEL-RMH-051	8	AN
1371	Vagina	VIC-MEL-RMH-048	VIC-MEL-RMH-048	8	AN
1372	Vagina	QLD-BRI-MATER-096	QLD-BRI-MATER-096	8	AN
1383	Vagina	WA-PER-PMH-089	WA-PER-PMH-089	8	KN
1386	Vagina	SA-ADEL-WCH-108	SA-ADEL-WCH-108	8	KN
1396	Vagina	NSW-SYD-CHW-028	NSW-SYD-CHW-028	8	KN
1271rep2	Vagina	WA-PER-PMH-044rep2	WA-PER-PMH-044	8	AN
1273rep2	Vagina	WA-PER-PMH-036rep2	WA-PER-PMH-036	8	AN
1278rep2	Vagina	VIC-MEL-RMH-018rep2	VIC-MEL-RMH-018	8	KN
1280rep2	Vagina	WA-PER-PMH-024rep2	WA-PER-PMH-024	8	KN
1281rep2	Vagina	WA-PER-PMH-025rep2	WA-PER-PMH-025	8	KN
1301rep2	Vagina	SA-ADEL-WCH-006rep2	SA-ADEL-WCH-006	8	KN
1302rep2	Vagina	QLD-BRI-MATER-062rep2	QLD-BRI-MATER-062	8	KN
1308rep2	Vagina	SA-ADEL-REG-021rep2	SA-ADEL-REG-021	8	KN
1317rep2	Vagina	NSW-SYD-STG-005-006rep2	NSW-SYD-STG-005-006	8	KN
1319rep2	Vagina	SA-ADEL-WCH-098rep2	SA-ADEL-WCH-098	8	KN
1320rep2	Vagina	NSW-SYD-CHW-013rep2	NSW-SYD-CHW-013	8	KN
1323rep2	Vagina	WA-PER-PMH-081rep2	WA-PER-PMH-081	8	KN
1328rep2	Vagina	NSW-SYD-CHW-034rep2	NSW-SYD-CHW-034	8	KN
1333rep2	Vagina	NSW-SYD-STG-009rep2	NSW-SYD-STG-009	8	KN
1336rep2	Vagina	WA-PER-PMH-068rep2	WA-PER-PMH-068	8	KN
1339rep2	Vagina	VIC-MEL-RMH-022rep2	VIC-MEL-RMH-022	8	KN
1341rep2	Vagina	WA-PER-PMH-074rep2	WA-PER-PMH-074	8	KN
1346rep2	Vagina	SA-ADEL-REG-010rep2	SA-ADEL-REG-010	8	KN
1350rep2	Vagina	WA-PER-PMH-087rep2	WA-PER-PMH-087	8	KN
1353rep2	Vagina	QLD-BRI-MATER-128rep2	QLD-BRI-MATER-128	8	KN
1356rep2	Vagina	QLD-BRI-MATER-107rep2	QLD-BRI-MATER-107	8	KN
1358rep2	Vagina	VIC-MEL-RMH-080rep2	VIC-MEL-RMH-080	8	AN
1363rep2	Vagina	SA-ADEL-WCH-103rep2	SA-ADEL-WCH-103	8	AN
1364rep2	Vagina	VIC-MEL-RMH-051rep2	VIC-MEL-RMH-051	8	AN
1371rep2	Vagina	VIC-MEL-RMH-048rep2	VIC-MEL-RMH-048	8	AN
1372rep2	Vagina	QLD-BRI-MATER-096rep2	QLD-BRI-MATER-096	8	AN
1383rep2	Vagina	WA-PER-PMH-089rep2	WA-PER-PMH-089	8	KN
1386rep2	Vagina	SA-ADEL-WCH-108rep2	SA-ADEL-WCH-108	8	KN
1396rep2	Vagina	NSW-SYD-CHW-028rep2	NSW-SYD-CHW-028	8	KN
